input	output
tag: क्षेत्रम् च स्त्री प्रकाशयति ।	क्षेत्रम्|NOUN च|CONJ स्त्री|NOUN प्रकाशयति|VERB ।|SYM
tag: भीष्मम् धनवान् ददति ।	भीष्मम्|NOUN धनवान्|ADJ ददति|VERB ।|SYM
segment: चोभयव्यावृत्तत्वे	च उभयव्यावृत्तत्वे
segment: वयमार्यस्याभिप्रायमनुवर्तितारः	वयम् आर्यस्य अभिप्रायम् अनुवर्तितारः
tag: महेशः उत्तमः जगाद ।	महेशः|NOUN उत्तमः|ADJ जगाद|VERB ।|SYM
segment: सत्प्रतिपक्षसंभवान्नोपदर्शितानुमानज्जन्यमात्रे	सत्प्रतिपक्षसंभवात् न उपदर्शितानुमानत् जन्यमात्रे
segment: ममागमनं रावणाय	मम आगमनम् रावणाय
segment: अयमङ्गराजः	अयम् अङ्गराजः
segment: चैकपक्षधर्मताविषयत्वेनेति	च एकपक्षधर्मताविषयत्वेन इति
segment: विशेषणमेव	विशेषणम् एव
segment: कथं कथं	कथम् कथम्
segment: तथैव	तथा एव
segment: प्रवेश्यतां विभीषणः	प्रवेश्यताम् विभीषणः
segment: धृतराष्ट्रः---कथमिदानीं वृत्तमेतत्	धृतराष्ट्रः---कथम् इदानीम् वृत्तम् एतत्
segment: जीविता इह	जीविताः इह
segment: तृतीयोऽङ्कः	तृतीयः अङ्कः
segment: सिद्ध्यतीति	सिद्ध्यति इति
segment: नेच्छामि	न इच्छामि
segment: भूयांसो	भूयांसः
segment: ज्ञानं प्रति	ज्ञानम् प्रति
segment: स्याद् विफलः	स्यात् विफलः
tag: देवं सर्वेषु प्रोक्तः ।	देवं|NOUN सर्वेषु|ADJ प्रोक्तः|VERB ।|SYM
segment: बध्यतामयं केशवः	बध्यताम् अयम् केशवः
segment: परिगृह्यतां नः	परिगृह्यताम् नः
segment: विवक्षायां प्रयोजनाभाव	विवक्षायाम् प्रयोजनाभाव
segment: सिद्धमस्मत्कार्यम्	सिद्धम् अस्मत्कार्यम्
segment: किंचिदनुपपन्नम्	किंचित् अनुपपन्नम्
