input	output
segment: समधिगतनदीसहस्रबाहुर्हरिरिव	समधिगतनदीसहस्रबाहुः हरिः इव
segment: पक्षीयव्यभिचारसंशयो न	पक्षीयव्यभिचारसंशयः न
segment: गाढं परिज्ञाय	गाढम् परिज्ञाय
segment: गतोऽसि	गतः असि
segment: क एष	कः एषः
segment: भर्तर्यत्र	भर्तरि अत्र
segment: जनस्यादृष्टपूर्वोऽयं संभ्रमः	जनस्य अदृष्टपूर्वः अयम् संभ्रमः
segment: मानुषेऽस्मिन्	मानुषे अस्मिन्
segment: नापि	न अपि
segment: षष्ठोऽङ्कः	षष्ठः अङ्कः
segment: नानाकार्यसमुद्विग्नो	नानाकार्यसमुद्विग्नः
segment: त्वं दुर्निवारैः	त्वम् दुर्निवारैः
segment: वेदव्यासो गणेशेन	वेदव्यासः गणेशेन
